cardId,cardName,Rookie,Auto,Relic,Parallel,NumberedTo,Year,Sport,Set,Player,,
441,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
442,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
443,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
444,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
445,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
446,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
447,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
448,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
449,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
450,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
451,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
452,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
453,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
454,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
455,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
456,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
457,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
458,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
459,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
460,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
461,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
462,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
463,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
464,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
465,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
466,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
467,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
468,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
469,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
470,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
471,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
472,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
473,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
474,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
475,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
476,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
477,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
478,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
479,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
480,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
481,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
482,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
483,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
484,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
485,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
486,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
487,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
488,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
489,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
490,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
491,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
492,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
493,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
494,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
495,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
496,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
497,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
498,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
499,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
500,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
